Battery_ID,Cycle_Count,Voltage_V,Current_A,Temperature_C,SOC_percent,Capacity_Ah,Internal_Resistance_Ohm,Energy_Remaining_kWh,Power_kW,SOH_percent,Condition_Score,Battery_Condition,Second_Life_Status
EVB_0861,789,323.21,42.39,37.09,12.26,51.77,0.077,2.05,13.7,86.28,90.27,Moderate,Suitable for evaluation
EVB_0862,1777,338.46,54.48,11.65,41.35,38.59,0.1145,5.4,18.44,64.32,74.44,Critical,Consider second-life/replacement
EVB_0863,551,344.07,43.74,41.81,39.93,52.8,0.0717,7.26,15.05,88.01,89.09,Moderate,Suitable for evaluation
EVB_0864,1008,331.84,55.37,38.67,22.27,48.42,0.0891,3.58,18.38,80.7,84.63,Moderate,Suitable for evaluation
EVB_0865,1218,342.03,34.87,44.19,46.37,44.35,0.0985,7.03,11.93,73.91,76.33,Degraded,Suitable for evaluation
EVB_0866,1274,338.47,64.51,32.08,36.55,45.22,0.0931,5.59,21.84,75.36,83.37,Degraded,Suitable for evaluation
EVB_0867,978,344.91,0.49,27.11,37.47,49.25,0.0826,6.36,0.17,82.08,88.47,Moderate,Suitable for evaluation
EVB_0868,1797,356.98,44.52,26.4,75.21,38.27,0.1065,10.27,15.89,63.78,75.21,Critical,Consider second-life/replacement
EVB_0869,510,339.33,72.13,25.63,26.21,55.32,0.0657,4.92,24.48,92.19,95.71,Healthy,Not yet
EVB_0870,781,357.99,70.04,37.85,65.98,50.95,0.0896,12.03,25.07,84.92,87.38,Moderate,Suitable for evaluation
EVB_0871,801,347.44,39.72,35.7,59.21,50.82,0.0799,10.45,13.8,84.69,89.85,Moderate,Suitable for evaluation
EVB_0872,974,349.69,20.05,30.96,58.97,49.27,0.0863,10.16,7.01,82.11,87.99,Moderate,Suitable for evaluation
EVB_0873,958,356.54,67.44,24.22,67.99,49.65,0.0805,12.03,24.04,82.74,89.11,Moderate,Suitable for evaluation
EVB_0874,1631,348.78,43.21,51.03,57.1,39.89,0.1152,7.94,15.07,66.48,65.92,Critical,Consider second-life/replacement
EVB_0875,1620,369.86,37.52,37.3,88.53,41.01,0.1086,13.43,13.88,68.36,76.06,Critical,Consider second-life/replacement
EVB_0876,1326,350.95,26.63,17.22,69.18,45.07,0.0901,10.94,9.34,75.11,83.63,Degraded,Suitable for evaluation
EVB_0877,439,354.71,21.67,25.87,56.96,53.92,0.058,10.89,7.69,89.86,94.43,Moderate,Suitable for evaluation
EVB_0878,1667,363.96,51.09,37.45,83.83,38.67,0.109,11.8,18.59,64.46,73.78,Critical,Consider second-life/replacement
EVB_0879,932,360.33,55.55,23.6,62.58,48.78,0.077,11.0,20.02,81.29,88.78,Moderate,Suitable for evaluation
EVB_0880,305,338.67,50.71,32.81,32.66,55.11,0.0537,6.1,17.17,91.85,95.52,Healthy,Not yet
EVB_0881,758,336.0,34.29,37.61,24.67,50.57,0.0884,4.19,11.52,84.28,87.33,Moderate,Suitable for evaluation
EVB_0882,499,334.06,29.49,10.0,19.47,54.23,0.0657,3.53,9.85,90.39,94.71,Healthy,Not yet
EVB_0883,59,379.3,14.37,29.14,90.45,59.1,0.048,20.28,5.45,98.5,99.17,Healthy,Not yet
EVB_0884,873,360.76,32.21,29.45,72.46,49.42,0.0759,12.92,11.62,82.37,89.52,Moderate,Suitable for evaluation
EVB_0885,847,374.18,21.61,26.7,94.05,49.13,0.0795,17.29,8.09,81.89,88.78,Moderate,Suitable for evaluation
EVB_0886,1315,354.16,12.75,32.41,62.31,44.77,0.1013,9.88,4.52,74.62,81.87,Degraded,Suitable for evaluation
EVB_0887,1324,349.07,56.73,35.26,49.97,43.36,0.0983,7.56,19.8,72.26,80.81,Degraded,Suitable for evaluation
EVB_0888,926,322.46,25.98,31.14,10.67,47.42,0.0788,1.63,8.38,79.03,87.29,Degraded,Suitable for evaluation
EVB_0889,1078,359.22,60.45,27.01,68.81,46.92,0.0886,11.6,21.72,78.2,85.53,Degraded,Suitable for evaluation
EVB_0890,1192,354.79,50.86,35.06,60.31,46.33,0.0913,9.91,18.04,77.22,84.59,Degraded,Suitable for evaluation
EVB_0891,1065,375.66,44.41,30.39,99.07,47.28,0.0843,17.59,16.68,78.79,86.43,Degraded,Suitable for evaluation
EVB_0892,423,333.16,77.65,28.15,27.72,54.11,0.0638,5.0,25.87,90.18,94.6,Healthy,Not yet
EVB_0893,1138,350.62,21.21,19.5,55.42,46.42,0.0833,9.02,7.43,77.36,85.78,Degraded,Suitable for evaluation
EVB_0894,195,360.93,58.71,17.5,66.84,57.97,0.0435,13.98,21.19,96.61,98.14,Healthy,Not yet
EVB_0895,273,361.7,37.69,19.35,66.24,56.79,0.0528,13.6,13.63,94.65,97.05,Healthy,Not yet
EVB_0896,1312,354.39,90.28,32.23,58.32,44.07,0.0958,9.11,31.99,73.45,81.96,Degraded,Suitable for evaluation
EVB_0897,226,365.04,34.69,29.37,78.81,57.63,0.0557,16.58,12.66,96.05,97.83,Healthy,Not yet
EVB_0898,902,330.18,38.3,18.16,24.47,47.96,0.0819,3.88,12.65,79.93,87.37,Degraded,Suitable for evaluation
EVB_0899,1355,359.01,49.79,35.17,73.93,43.11,0.095,11.44,17.87,71.84,81.08,Degraded,Suitable for evaluation
EVB_0900,112,363.65,39.57,40.99,63.87,57.47,0.064,13.35,14.39,95.79,94.09,Healthy,Not yet
EVB_0901,1290,371.8,26.53,25.21,90.13,45.46,0.0909,15.23,9.86,75.77,83.89,Degraded,Suitable for evaluation
EVB_0902,876,370.57,23.28,16.07,85.48,49.99,0.0781,15.83,8.63,83.31,89.74,Moderate,Suitable for evaluation
EVB_0903,844,339.45,73.06,24.33,34.94,50.0,0.0782,5.93,24.8,83.34,89.75,Moderate,Suitable for evaluation
EVB_0904,738,335.16,26.31,36.84,31.24,50.05,0.0708,5.24,8.82,83.41,89.67,Moderate,Suitable for evaluation
EVB_0905,1534,381.16,43.22,34.39,98.26,42.11,0.0982,15.77,16.48,70.19,79.85,Degraded,Suitable for evaluation
EVB_0906,1683,350.49,63.4,22.62,55.09,40.77,0.0998,7.87,22.22,67.96,78.41,Critical,Consider second-life/replacement
EVB_0907,154,376.29,59.95,42.17,91.11,58.23,0.0644,19.96,22.56,97.05,94.08,Healthy,Not yet
EVB_0908,1172,326.07,37.7,40.79,20.57,45.65,0.0934,3.06,12.29,76.08,80.25,Degraded,Suitable for evaluation
EVB_0909,560,355.95,39.36,24.14,66.07,53.72,0.0727,12.63,14.01,89.54,93.88,Moderate,Suitable for evaluation
EVB_0910,434,368.72,33.96,24.05,81.94,54.98,0.0602,16.61,12.52,91.64,95.4,Healthy,Not yet
EVB_0911,454,375.59,11.97,25.26,95.0,55.2,0.055,19.7,4.5,92.0,95.6,Healthy,Not yet
EVB_0912,872,337.3,56.23,25.94,37.05,50.17,0.0728,6.27,18.97,83.61,90.61,Moderate,Suitable for evaluation
EVB_0913,567,363.14,42.83,37.6,73.87,52.92,0.0714,14.2,15.55,88.21,91.76,Moderate,Suitable for evaluation
EVB_0914,525,352.76,70.19,33.4,56.19,53.24,0.0682,10.55,24.76,88.73,93.8,Moderate,Suitable for evaluation
EVB_0915,758,324.97,34.89,37.02,10.76,50.53,0.0732,1.77,11.34,84.22,89.69,Moderate,Suitable for evaluation
EVB_0916,1718,357.23,62.13,35.39,70.55,39.74,0.1117,10.02,22.19,66.24,75.63,Critical,Consider second-life/replacement
EVB_0917,820,358.41,63.4,43.72,70.56,49.53,0.088,12.53,22.72,82.55,82.77,Moderate,Suitable for evaluation
EVB_0918,1510,370.61,40.64,21.52,93.41,41.35,0.0953,14.32,15.06,68.92,79.54,Critical,Consider second-life/replacement
EVB_0919,1096,352.89,5.66,33.04,52.24,46.85,0.0937,8.64,2.0,78.08,84.79,Degraded,Suitable for evaluation
EVB_0920,1046,329.92,38.55,12.61,26.87,48.22,0.0795,4.28,12.72,80.37,87.94,Moderate,Suitable for evaluation
EVB_0921,1638,322.05,82.04,19.46,9.23,40.44,0.0983,1.2,26.42,67.4,78.29,Critical,Consider second-life/replacement
EVB_0922,726,347.11,51.01,29.4,44.49,51.09,0.0643,7.89,17.71,85.16,91.84,Moderate,Suitable for evaluation
EVB_0923,763,338.38,59.44,33.35,33.68,51.07,0.0793,5.82,20.11,85.11,90.58,Moderate,Suitable for evaluation
EVB_0924,1531,368.79,40.12,29.19,77.3,41.69,0.0987,11.88,14.8,69.48,79.39,Critical,Consider second-life/replacement
EVB_0925,132,345.23,42.34,25.46,38.66,57.06,0.0477,7.61,14.62,95.1,97.31,Healthy,Not yet
EVB_0926,1218,381.03,5.97,26.88,95.16,45.87,0.0817,16.63,2.27,76.45,85.48,Degraded,Suitable for evaluation
EVB_0927,1158,374.5,53.73,40.96,96.42,46.12,0.0927,16.65,20.12,76.87,80.67,Degraded,Suitable for evaluation
EVB_0928,1151,354.47,62.76,26.93,63.99,46.2,0.0948,10.48,22.24,77.0,84.04,Degraded,Suitable for evaluation
EVB_0929,506,378.01,22.7,43.99,93.22,54.27,0.0653,19.12,8.58,90.44,89.35,Healthy,Not yet
EVB_0930,50,367.13,38.51,36.35,77.28,60.19,0.0493,17.08,14.14,100.31,99.36,Healthy,Not yet
EVB_0931,100,360.22,38.52,33.66,56.95,59.36,0.0586,12.18,13.88,98.93,99.41,Healthy,Not yet
EVB_0932,734,332.69,55.91,20.45,22.13,50.6,0.0757,3.73,18.6,84.33,90.62,Moderate,Suitable for evaluation
EVB_0933,766,344.83,35.37,37.48,48.57,50.13,0.0755,8.39,12.2,83.54,88.72,Moderate,Suitable for evaluation
EVB_0934,1519,346.52,60.77,26.05,58.28,42.55,0.099,8.59,21.06,70.92,80.14,Degraded,Suitable for evaluation
EVB_0935,498,372.41,41.83,20.44,87.08,52.71,0.0643,17.09,15.58,87.85,93.32,Moderate,Suitable for evaluation
EVB_0936,930,348.54,-0.98,34.1,50.73,48.74,0.0814,8.62,0.34,81.23,88.16,Moderate,Suitable for evaluation
EVB_0937,537,375.45,48.14,18.9,90.28,53.86,0.0709,18.26,18.07,89.77,94.25,Moderate,Suitable for evaluation
EVB_0938,83,366.35,60.65,23.9,69.06,57.78,0.0493,14.62,22.22,96.3,97.96,Healthy,Not yet
EVB_0939,1421,330.29,28.1,29.92,18.01,43.11,0.0993,2.57,9.28,71.85,80.62,Degraded,Suitable for evaluation
EVB_0940,144,379.69,46.41,47.75,99.52,58.37,0.065,22.06,17.62,97.28,90.85,Healthy,Not yet
EVB_0941,1145,346.99,77.33,24.5,55.09,45.22,0.0769,8.64,26.83,75.37,85.53,Degraded,Suitable for evaluation
EVB_0942,1624,337.76,47.95,26.33,42.23,41.67,0.0971,5.94,16.2,69.45,79.59,Critical,Consider second-life/replacement
EVB_0943,203,359.25,63.44,35.86,67.62,56.82,0.0529,13.8,22.79,94.7,96.57,Healthy,Not yet
EVB_0944,299,327.67,41.2,20.09,15.34,56.81,0.0545,2.86,13.5,94.69,97.08,Healthy,Not yet
EVB_0945,723,359.49,42.82,33.54,65.47,51.27,0.0815,12.07,15.39,85.44,90.47,Moderate,Suitable for evaluation
EVB_0946,487,348.73,41.04,39.65,52.33,54.0,0.0712,9.85,14.31,89.99,91.55,Moderate,Suitable for evaluation
EVB_0947,167,347.54,38.8,27.54,43.63,57.1,0.0504,8.66,13.48,95.16,97.34,Healthy,Not yet
EVB_0948,820,378.01,36.88,38.21,95.54,50.9,0.0852,18.38,13.94,84.83,87.7,Moderate,Suitable for evaluation
EVB_0949,1379,350.32,15.09,32.33,54.64,43.68,0.0893,8.36,5.29,72.8,82.46,Degraded,Suitable for evaluation
EVB_0950,317,331.82,41.95,24.15,25.82,57.33,0.0541,4.91,13.92,95.55,97.55,Healthy,Not yet
EVB_0951,1127,348.31,69.25,28.42,48.6,45.6,0.0819,7.72,24.12,75.99,85.21,Degraded,Suitable for evaluation
EVB_0952,285,382.79,22.57,26.96,92.34,56.45,0.0566,19.95,8.64,94.09,96.75,Healthy,Not yet
EVB_0953,438,333.05,29.2,29.3,21.73,54.89,0.0639,3.97,9.73,91.48,95.32,Healthy,Not yet
EVB_0954,1039,323.88,49.06,31.22,25.33,47.57,0.0842,3.9,15.89,79.29,86.71,Degraded,Suitable for evaluation
EVB_0955,812,325.3,52.25,34.71,6.24,50.72,0.0791,1.03,17.0,84.54,90.28,Moderate,Suitable for evaluation
EVB_0956,450,320.63,57.03,34.07,6.35,54.46,0.0626,1.11,18.29,90.77,94.93,Healthy,Not yet
EVB_0957,673,376.88,38.9,10.55,83.79,53.41,0.0698,16.87,14.66,89.02,93.96,Moderate,Suitable for evaluation
EVB_0958,816,364.27,43.35,29.22,74.55,50.24,0.0702,13.64,15.79,83.73,91.02,Moderate,Suitable for evaluation
EVB_0959,1376,334.98,40.04,17.92,38.73,41.47,0.0959,5.38,13.41,69.12,79.57,Critical,Consider second-life/replacement
EVB_0960,968,355.28,19.47,27.79,71.34,48.44,0.0769,12.28,6.92,80.74,88.49,Moderate,Suitable for evaluation
EVB_0961,1280,347.31,44.61,29.01,42.54,45.52,0.0853,6.73,15.49,75.87,84.69,Degraded,Suitable for evaluation
EVB_0962,1302,378.79,52.58,37.81,95.53,43.6,0.097,15.78,19.92,72.67,79.69,Degraded,Suitable for evaluation
EVB_0963,902,384.18,48.65,29.76,96.87,48.49,0.0689,18.04,18.69,80.81,89.44,Moderate,Suitable for evaluation
EVB_0964,627,344.54,14.53,32.07,42.32,51.89,0.0745,7.56,5.0,86.48,91.96,Moderate,Suitable for evaluation
EVB_0965,124,373.02,45.2,36.34,86.15,57.7,0.0576,18.54,16.86,96.16,97.08,Healthy,Not yet
EVB_0966,484,366.18,25.52,39.82,78.44,53.64,0.0711,15.41,9.34,89.4,91.12,Moderate,Suitable for evaluation
EVB_0967,152,339.08,71.92,29.02,34.45,58.81,0.0438,6.87,24.39,98.02,98.91,Healthy,Not yet
EVB_0968,1495,331.25,53.63,30.75,27.04,43.13,0.0951,3.86,17.76,71.88,81.18,Degraded,Suitable for evaluation
EVB_0969,1777,345.56,61.31,30.08,48.53,36.98,0.1074,6.2,21.19,61.63,73.91,Critical,Consider second-life/replacement
EVB_0970,813,364.3,41.87,25.66,79.23,49.98,0.0724,14.43,15.25,83.3,90.49,Moderate,Suitable for evaluation
EVB_0971,787,372.44,38.27,23.85,96.22,50.77,0.0658,18.19,14.25,84.61,91.54,Moderate,Suitable for evaluation
EVB_0972,855,366.14,68.62,11.82,77.54,49.88,0.0697,14.16,25.12,83.14,90.73,Moderate,Suitable for evaluation
EVB_0973,1379,366.89,58.16,21.39,86.24,44.78,0.0921,14.17,21.34,74.64,83.1,Degraded,Suitable for evaluation
EVB_0974,147,348.61,45.65,15.77,62.29,56.83,0.045,12.34,15.91,94.71,97.09,Healthy,Not yet
EVB_0975,847,371.57,37.28,40.04,84.36,47.8,0.0882,14.98,13.85,79.66,83.37,Degraded,Suitable for evaluation
EVB_0976,1408,361.9,10.73,31.51,79.52,44.55,0.0975,12.82,3.88,74.25,82.17,Degraded,Suitable for evaluation
EVB_0977,908,344.72,51.94,28.99,40.81,49.63,0.0736,6.98,17.91,82.72,90.02,Moderate,Suitable for evaluation
EVB_0978,484,356.22,41.84,24.26,57.44,53.79,0.0666,11.01,14.9,89.65,94.31,Moderate,Suitable for evaluation
EVB_0979,496,370.01,51.2,30.24,81.45,54.17,0.0664,16.33,18.94,90.28,94.65,Healthy,Not yet
EVB_0980,1381,329.31,65.32,23.22,9.38,43.6,0.0945,1.35,21.51,72.66,81.7,Degraded,Suitable for evaluation
EVB_0981,298,369.54,63.38,31.39,81.77,56.01,0.0564,16.92,23.42,93.35,96.34,Healthy,Not yet
EVB_0982,215,332.23,54.44,31.97,21.9,57.52,0.0529,4.18,18.09,95.87,97.73,Healthy,Not yet
EVB_0983,1554,350.95,25.7,23.11,53.89,41.6,0.0972,7.87,9.02,69.33,79.5,Critical,Consider second-life/replacement
EVB_0984,1033,367.59,2.5,22.96,81.79,49.01,0.0758,14.74,0.92,81.69,89.16,Moderate,Suitable for evaluation
EVB_0985,1408,337.46,32.66,37.7,29.11,43.66,0.1066,4.29,11.02,72.76,78.53,Degraded,Suitable for evaluation
EVB_0986,1069,330.71,71.6,29.58,28.35,48.39,0.0803,4.54,23.68,80.65,87.98,Moderate,Suitable for evaluation
EVB_0987,591,341.44,78.63,23.75,43.26,51.97,0.0658,7.68,26.85,86.61,92.64,Moderate,Suitable for evaluation
EVB_0988,808,375.82,35.92,27.04,89.99,50.06,0.0696,16.93,13.5,83.43,90.89,Moderate,Suitable for evaluation
EVB_0989,1179,316.24,24.1,21.92,5.04,46.02,0.0852,0.73,7.62,76.7,85.16,Degraded,Suitable for evaluation
EVB_0990,1636,373.26,28.45,29.46,90.63,39.02,0.1137,13.2,10.62,65.04,74.95,Critical,Consider second-life/replacement
EVB_0991,130,333.03,69.13,36.65,19.61,59.19,0.052,3.87,23.02,98.65,98.27,Healthy,Not yet
EVB_0992,182,378.94,28.47,29.78,99.06,58.27,0.0572,21.87,10.79,97.11,98.41,Healthy,Not yet
EVB_0993,846,378.05,50.12,48.91,95.71,48.97,0.0896,17.72,18.95,81.61,78.92,Moderate,Suitable for evaluation
EVB_0994,949,345.84,47.79,33.37,51.99,48.48,0.0836,8.72,16.53,80.81,87.63,Moderate,Suitable for evaluation
EVB_0995,187,349.89,57.34,31.84,53.71,58.63,0.058,11.02,20.06,97.72,98.75,Healthy,Not yet
EVB_0996,233,350.2,77.63,22.73,50.75,56.65,0.0542,10.07,27.19,94.41,96.93,Healthy,Not yet
EVB_0997,1474,356.49,53.77,28.09,65.37,43.22,0.0952,10.07,19.17,72.03,81.26,Degraded,Suitable for evaluation
EVB_0998,1403,323.47,52.01,23.77,13.62,42.99,0.0934,1.89,16.82,71.65,81.29,Degraded,Suitable for evaluation
EVB_0999,834,323.97,84.74,12.67,8.1,50.52,0.0736,1.33,27.45,84.2,90.83,Moderate,Suitable for evaluation
EVB_1000,1581,323.07,56.03,37.79,10.48,40.96,0.114,1.39,18.1,68.27,75.0,Critical,Consider second-life/replacement
